outcome,outcome_label,city,percentile_25,percentile_75,top_lab,bot_lab,bottom,top,rate_diff,rr,date_of_access,source,geo_level
% Fully Vaccinated,% Fully Vaccinated,Dallas,12.5,28.37,Highest Foreign Born,Lowest  Foreign Born,53.7446666666667,36.854,-16.8906666666667,0.685723854770086,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,8.75,22.17,Highest Foreign Born,Lowest  Foreign Born,41.7418181818182,34.1218181818182,-7.62,0.8174492551616,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,17.26,33.31,Highest Foreign Born,Lowest  Foreign Born,44.6641935483871,38.56,-6.10419354838709,0.863331383297583,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,5.28,10.96,Highest Foreign Born,Lowest  Foreign Born,42.7188888888889,40.7211111111111,-1.99777777777778,0.953234322573933,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,14.96,37.23,Highest Foreign Born,Lowest  Foreign Born,56.05,39.64,-16.41,0.707225691347012,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,25.75,40.34,Highest Foreign Born,Lowest  Foreign Born,57.2625,50.604,-6.6585,0.883719711853307,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,24.45,44.06,Highest Foreign Born,Lowest  Foreign Born,54.8435555555556,53.6057777777778,-1.23777777777778,0.977430752524352,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,18.03,29.9,Highest Foreign Born,Lowest  Foreign Born,64.205,48.8525,-15.3525,0.76088310879215,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,7.01,17.27,Highest Foreign Born,Lowest  Foreign Born,37.8766666666667,42.295,4.41833333333334,1.11665053242982,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,9.48,15.56,Highest Foreign Born,Lowest  Foreign Born,48.6626666666667,43.4373333333333,-5.22533333333333,0.892621311340658,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,15.08,30.83,Highest Foreign Born,Lowest  Foreign Born,57.446,60.047,2.601,1.0452773039028,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,25.25,39.06,Highest Foreign Born,Lowest  Foreign Born,56.5342857142857,67.5671428571429,11.0328571428571,1.19515338353464,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,28.58,46.34,Highest Foreign Born,Lowest  Foreign Born,64.1471428571429,66.4975,2.35035714285715,1.03664009086253,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,5.73,7.67,Highest % Healthcare Worker,Lowest % Healthcare Worker,46.4358333333333,58.2158333333333,11.78,1.25368339823771,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,7.23,10.97,Highest % Healthcare Worker,Lowest % Healthcare Worker,55.9593333333333,45.062,-10.8973333333333,0.805263346001263,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,6.69,9.07,Highest % Healthcare Worker,Lowest % Healthcare Worker,39.4086666666667,45.8446666666667,6.436,1.16331433018118,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,6.09,8.72,Highest % Healthcare Worker,Lowest % Healthcare Worker,33.5036363636364,42.0354545454545,8.53181818181819,1.25465349758507,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,6.08,8.8,Highest % Healthcare Worker,Lowest % Healthcare Worker,37.4625806451613,49.5815625,12.1189818548387,1.32349564942222,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,7.84,10.35,Highest % Healthcare Worker,Lowest % Healthcare Worker,34.9055555555556,53.9033333333333,18.9977777777778,1.54426229508197,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,8.56,9.75,Highest % Healthcare Worker,Lowest % Healthcare Worker,46.264,50.9875,4.72349999999999,1.10209882413972,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,5.98,9.16,Highest % Healthcare Worker,Lowest % Healthcare Worker,54.035,55.762,1.727,1.03196076617007,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,7.83,13.53,Highest % Healthcare Worker,Lowest % Healthcare Worker,63.5711111111111,39.368,-24.2031111111111,0.619275002621736,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,6.46,8.42,Highest % Healthcare Worker,Lowest % Healthcare Worker,43.5,66.21,22.71,1.52206896551724,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,11.15,15.52,Highest % Healthcare Worker,Lowest % Healthcare Worker,41.4816666666667,39.9341666666667,-1.5475,0.962694362971594,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,8.52,11.3,Highest % Healthcare Worker,Lowest % Healthcare Worker,39.8086666666667,56.8833333333333,17.0746666666667,1.42891832599266,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,7.93,10.66,Highest % Healthcare Worker,Lowest % Healthcare Worker,47.182,64.472,17.29,1.36645330846509,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,5.88,9.07,Highest % Healthcare Worker,Lowest % Healthcare Worker,61.95,68.7371428571429,6.78714285714286,1.10955839963104,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,6.02,8.8,Highest % Healthcare Worker,Lowest % Healthcare Worker,68.06375,61.86625,-6.1975,0.908945657563681,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,14.71,46.74,Highest % Hispanic,Lowest % Hispanic,63.5291666666667,42.1466666666667,-21.3825,0.663422312586083,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,5.74,37.76,Highest % Hispanic,Lowest % Hispanic,46.41,44.8893333333333,-1.52066666666667,0.967234073116426,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,18.52,51.72,Highest % Hispanic,Lowest % Hispanic,63.1126666666667,33.5573333333333,-29.5553333333333,0.531705204449186,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,20.11,42.39,Highest % Hispanic,Lowest % Hispanic,43.9872727272727,33.3527272727273,-10.6345454545455,0.758235853346009,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,22.58,61.46,Highest % Hispanic,Lowest % Hispanic,62.35,33.9725806451613,-28.3774193548387,0.544868975864656,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,5.34,12.77,Highest % Hispanic,Lowest % Hispanic,52.68,34.5888888888889,-18.0911111111111,0.656584830844512,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,26.25,54.77,Highest % Hispanic,Lowest % Hispanic,56.05,39.474,-16.576,0.704264049955397,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,14.11,62.2,Highest % Hispanic,Lowest % Hispanic,66.4265,39.958,-26.4685,0.601537037176428,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,11.46,37.53,Highest % Hispanic,Lowest % Hispanic,55.9324444444444,45.494,-10.4384444444444,0.813374070307037,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,10.53,20.95,Highest % Hispanic,Lowest % Hispanic,71.93,46.5175,-25.4125,0.646705129987488,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,3.98,12.5,Highest % Hispanic,Lowest % Hispanic,36.1,34.0758333333333,-2.02416666666667,0.943928901200369,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,43.58,79.62,Highest % Hispanic,Lowest % Hispanic,59.4366666666667,37.7006666666667,-21.736,0.634299814929056,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,12.46,32.1,Highest % Hispanic,Lowest % Hispanic,64.5,52.118,-12.382,0.808031007751938,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,7.7,19.63,Highest % Hispanic,Lowest % Hispanic,69.3214285714286,64.3971428571429,-4.92428571428572,0.928964451313756,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,16.78,38.73,Highest % Hispanic,Lowest % Hispanic,71.55625,56.62875,-14.9275,0.791387894139226,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,2.13,7.7,Highest Limited English,Lowest  Limited English,62.2754545454546,40.9381818181818,-21.3372727272727,0.657372669810081,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,1.95,11.7,Highest Limited English,Lowest  Limited English,43.3213333333333,46.562,3.24066666666666,1.07480533070696,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,2.58,14.46,Highest Limited English,Lowest  Limited English,60.0486666666667,30.8373333333333,-29.2113333333333,0.513539018351781,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,2.6,10.49,Highest Limited English,Lowest  Limited English,47.0727272727273,33.26,-13.8127272727273,0.706566241792198,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,4.44,17.14,Highest Limited English,Lowest  Limited English,55.5106451612903,33.3096774193548,-22.2009677419355,0.600059273722564,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,1.58,4.98,Highest Limited English,Lowest  Limited English,49.7944444444445,35.27,-14.5244444444444,0.708311949124177,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,2.68,11.06,Highest Limited English,Lowest  Limited English,56.05,39.64,-16.41,0.707225691347012,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,5.28,20.7,Highest Limited English,Lowest  Limited English,61.1865,48.859,-12.3275,0.798525818603777,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,4.85,18,Highest Limited English,Lowest  Limited English,56.3713333333333,47.5084444444445,-8.86288888888889,0.842776667415668,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,4,13.12,Highest Limited English,Lowest  Limited English,62.1075,59.7275,-2.38,0.961679346294731,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,1.6,9.88,Highest Limited English,Lowest  Limited English,37.0125,34.1483333333333,-2.86416666666667,0.922616233254531,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,2.66,10.23,Highest Limited English,Lowest  Limited English,57.7233333333333,38.3333333333333,-19.39,0.664087313044985,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,2.52,8.93,Highest Limited English,Lowest  Limited English,56.632,52.644,-3.988,0.929580449215991,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,5.24,14.42,Highest Limited English,Lowest  Limited English,63.0242857142857,64.41,1.38571428571429,1.02198698914251,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,6.73,15.04,Highest Limited English,Lowest  Limited English,65.75,60.20125,-5.54875,0.915608365019011,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,2.74,9.25,Highest % NH Asian/PI,Lowest % NH Asian/PI,48.3183333333333,57.5041666666667,9.18583333333333,1.1901107240178,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,0.53,12.9,Highest % NH Asian/PI,Lowest % NH Asian/PI,34.070625,67.8533333333333,33.7827083333333,1.99154941634717,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,0.98,6.52,Highest % NH Asian/PI,Lowest % NH Asian/PI,33.6886666666667,52.7864285714286,19.0977619047619,1.56688981174961,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,1.62,6.48,Highest % NH Asian/PI,Lowest % NH Asian/PI,37.1745454545455,39.69,2.51545454545455,1.06766604714859,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,1.38,9.77,Highest % NH Asian/PI,Lowest % NH Asian/PI,33.8467741935484,56.9841935483871,23.1374193548387,1.68359304264951,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,0.98,3.42,Highest % NH Asian/PI,Lowest % NH Asian/PI,31.8433333333333,49.6277777777778,17.7844444444444,1.55849820300778,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,10.09,16.2,Highest % NH Asian/PI,Lowest % NH Asian/PI,54.1925,44.17,-10.0225,0.815057434146792,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,4.88,18.38,Highest % NH Asian/PI,Lowest % NH Asian/PI,41.3655,56.007,14.6415,1.35395438227508,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,3.99,23.16,Highest % NH Asian/PI,Lowest % NH Asian/PI,39.3554347826087,60.3764444444445,21.0210096618358,1.5341323194103,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,12.24,21.12,Highest % NH Asian/PI,Lowest % NH Asian/PI,52.5875,56.71,4.1225,1.0783931542667,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,2.5,9.91,Highest % NH Asian/PI,Lowest % NH Asian/PI,32.945,46.5158333333333,13.5708333333333,1.41192391359336,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,0.58,3.42,Highest % NH Asian/PI,Lowest % NH Asian/PI,39.92375,54.9393333333333,15.0155833333333,1.37610653641838,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,6.29,21.73,Highest % NH Asian/PI,Lowest % NH Asian/PI,54.65,60.574,5.924,1.1083989021043,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,20.35,45.54,Highest % NH Asian/PI,Lowest % NH Asian/PI,56.39,68.2557142857143,11.8657142857143,1.21042231398678,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,20.5,52.29,Highest % NH Asian/PI,Lowest % NH Asian/PI,60.29,67.95875,7.66875,1.12719771106319,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,3.18,13.75,Highest % NH Black,Lowest % NH Black,62.3875,47.815,-14.5725,0.766419555199359,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,4.16,52.42,Highest % NH Black,Lowest % NH Black,56.2993333333333,33.6446666666667,-22.6546666666667,0.597603287191086,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,8,28.87,Highest % NH Black,Lowest % NH Black,51.6186666666667,33.6207142857143,-17.9979523809524,0.6513286075912,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,5.73,21.35,Highest % NH Black,Lowest % NH Black,40.2872727272727,34.8372727272727,-5.45,0.864721545265818,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,6.39,29.26,Highest % NH Black,Lowest % NH Black,51.7916129032258,37.2070967741935,-14.5845161290323,0.718400039861978,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,11.89,41.24,Highest % NH Black,Lowest % NH Black,46.6533333333333,37.7133333333333,-8.94000000000001,0.80837382109174,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,10.4,13.97,Highest % NH Black,Lowest % NH Black,52.614,46.75,-5.864,0.888546774622724,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,3.02,14.16,Highest % NH Black,Lowest % NH Black,55.736,46.6235,-9.1125,0.836506028419693,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,2.9,27.96,Highest % NH Black,Lowest % NH Black,58.418,38.832,-19.586,0.664726625355199,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,12.68,26.38,Highest % NH Black,Lowest % NH Black,64.0075,48.1025,-15.905,0.751513494512362,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,9.92,72.05,Highest % NH Black,Lowest % NH Black,48.575,31.7691666666667,-16.8058333333333,0.654022988505747,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,2.23,9.97,Highest % NH Black,Lowest % NH Black,41.5593333333333,38.264,-3.29533333333333,0.920707743146345,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,2.04,6.64,Highest % NH Black,Lowest % NH Black,66.008,50.921,-15.087,0.771436795539935,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,2.02,6.96,Highest % NH Black,Lowest % NH Black,67.135,67.0128571428572,-0.122142857142862,0.998180638159785,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,1.61,3.78,Highest % NH Black,Lowest % NH Black,63.4857142857143,62.7975,-0.688214285714288,0.989159540954095,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,0,0.28,Highest % NH Native American,Lowest % NH Native American,53.154375,52.5184615384615,-0.635913461538465,0.988036479376562,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,0.03,0.14,Highest % NH Native American,Lowest % NH Native American,59.9855555555556,47.4633333333333,-12.5222222222222,0.791246040713505,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,0.06,0.23,Highest % NH Native American,Lowest % NH Native American,50.29875,41.598,-8.70075,0.827018564079624,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,0.11,0.46,Highest % NH Native American,Lowest % NH Native American,39.2190909090909,41.4390909090909,2.22,1.05660508564938,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,0.04,0.21,Highest % NH Native American,Lowest % NH Native American,44.14,45.8877142857143,1.74771428571429,1.03959479577966,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,0.05,0.25,Highest % NH Native American,Lowest % NH Native American,46.0972727272727,38.5966666666667,-7.50060606060606,0.837287422512342,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,0.11,0.35,Highest % NH Native American,Lowest % NH Native American,51.44,45.01,-6.42999999999999,0.875,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,0.03,0.22,Highest % NH Native American,Lowest % NH Native American,59.2865,54.574,-4.71250000000001,0.920513101633593,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,0.01,0.2,Highest % NH Native American,Lowest % NH Native American,59.3897826086957,49.471914893617,-9.91786771507864,0.833003805041265,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,0.14,0.52,Highest % NH Native American,Lowest % NH Native American,62.8325,56.71,-6.1225,0.902558389368559,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,0.03,0.28,Highest % NH Native American,Lowest % NH Native American,39.9325,37.0291666666667,-2.90333333333333,0.927293975249901,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,0,0.22,Highest % NH Native American,Lowest % NH Native American,49.65625,42.0013333333333,-7.65491666666667,0.84584182924271,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,0.08,0.32,Highest % NH Native American,Lowest % NH Native American,63.483,52.76,-10.723,0.831088637903061,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,0.07,0.26,Highest % NH Native American,Lowest % NH Native American,70.95875,59.5071428571429,-11.4516071428571,0.838615996718415,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Jose,0.07,0.24,Highest % NH Native American,Lowest % NH Native American,68.3471428571429,63.615,-4.73214285714285,0.930763121041741,2021-06-16,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Austin,31.86,68.84,Highest % NH White,Lowest % NH White,42.67,63.1141666666667,20.4441666666667,1.47912272478713,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Chicago,8.11,61.65,Highest % NH White,Lowest % NH White,33.9573333333333,62.7866666666667,28.8293333333333,1.8489869640333,2021-06-12,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Dallas,12.19,58.9,Highest % NH White,Lowest % NH White,29.1246666666667,55.556,26.4313333333333,1.90752397738458,2021-05-29,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Fort Worth,24.83,60.26,Highest % NH White,Lowest % NH White,33.0472727272727,43.2536363636364,10.2063636363636,1.30884132922535,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Houston,7.13,52.12,Highest % NH White,Lowest % NH White,34.391935483871,61.0451612903226,26.6532258064516,1.77498475824227,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Indianapolis,41.98,73.56,Highest % NH White,Lowest % NH White,35.5722222222222,48.9277777777778,13.3555555555556,1.37544900827737,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Long Beach,8.47,48.94,Highest % NH White,Lowest % NH White,39.474,56.05,16.576,1.41992197395754,2021-05-11,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Los Angeles,6.75,50.43,Highest % NH White,Lowest % NH White,39.5635,63.3595,23.796,1.60146347011766,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,New York City,11.48,58.74,Highest % NH White,Lowest % NH White,40.5044444444444,60.1244444444444,19.62,1.48439128765019,2021-06-17,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Oakland,20.41,43.98,Highest % NH White,Lowest % NH White,46.5175,70.4425,23.925,1.51432256677594,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,Philadelphia,11.2,67.13,Highest % NH White,Lowest % NH White,30.0433333333333,45.8958333333333,15.8525,1.52765449905692,2021-06-14,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Antonio,10.77,42.17,Highest % NH White,Lowest % NH White,36.348,61.7893333333333,25.4413333333333,1.6999376398518,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Diego,35.45,65.24,Highest % NH White,Lowest % NH White,51.834,60.827,8.993,1.17349616082108,,LHD,city
% Fully Vaccinated,% Fully Vaccinated,San Francisco,32.99,51.73,Highest % NH White,Lowest % NH White,60.7014285714286,58.8028571428572,-1.89857142857143,0.968722788355181,,LHD,city
